Tweet No,Tweet Text,Match,Polarity
2568,if were going to pause the johnson amp johnson vaccine for 6 blood clots cases out of 68 million doses how about guns too29 people died from guns yesterday in america,died,negative
2569,cdc and fda recommend us pause use of johnson amp johnsons covid19 vaccine over blood clot concerns,"recommend,concerns",neutral
2570,is april aware shes meant to be spring because im cold,cold,negative
2571,rain shine or covid,shine,positive
2572,covid cases in uttarakhand are way less than in maharashtrathis is how the maharashtra govt is trying to run away from its responsibility by doing antihindu propagandashame mla,No Match,neutral
2573,lol how many lawmakers got the johnson and johnson vaccine  if no symptoms either the odds are off or they got a water shot lawmakerjjvaccinewatch,symptoms,negative
2574,please rt this for public health information fda is pausing jampj vaccine use while it reviews data data shows only six clotting cases out of nearly 7 million doses administered in us cdc has seen no clotting wpfizer or moderna vaccines after nearly 200 million doses,No Match,neutral
2575,excl a new government deal raises further questions about its approach to conflict of interest transparencyreport by byline times and,conflict,negative
2576,pspkranamovie kurnool backdrop moviecovid lenapudu release cheyandiwith proper content  promotionsproper bs  ticket hike permissioncourt drama tho eedchi kodthunadu inka mass cinema click aithe voochakothe ceeded lovakeelsaab,"proper,bs",neutral
2577,haridwar crowds surging at kumbhmela as india overtakes brazil in covid casesofficials say they are struggling to impose safety norms due to huge crowds,"overtakes,struggling,impose",negative
2578,ohh  tryputting something cold on it to numb the pain,"cold,numb,pain",negative
2579,today fda and  issued a statement regarding the johnson amp johnson covid19 vaccine we are recommending a pause in the use of this vaccine out of an abundance of caution,abundance,positive
2580,boris is not waiting for the end of covid to spit roast and consume scotland jaw dropping says ns in effect means shes taken by surprise well i aint thats the political acumen thats keeping us captive,"well,acumen",positive
2581,for perspective here are some numbers1 in 1000000 jampj vaccine1 in 3000 oral contraceptives1 in 5 hospitalized covid19 patientsas someone who got the jampj vaccine 8 days ago and who took oral contraceptives for 20 years ill take these odds,No Match,neutral
2582,announcement that salk polio vaccine works and is safe effective and potent was today 1955,"works,safe,effective",positive
2583,scientists have as good an understand of real life as accountants or engineers i agree that covid concerns are largely scoped to the usa in the usa and that thats a problem but if theres a legitimate chance this vaccine is causing harm why not take the others instead,"good,concerns,problem,harm",negative
2584,fleisher  brent he wont answer just like he refused to answer wabs question of how they will expedite vaccine rollout  and health min talking about balanced approach only approach is hard and fast and now  we need help here,"like,balanced,fast,refused,hard",positive
2585,scammers target loved ones of covid19 victims,loved,positive
2586,6 cases of blood cots out of 6 million vaccinations and we  pause a lifesaving vaccinebut 38000 gun deaths a year and republicans want to make it easier to get a gun,easier,positive
2587,covid affected us with jobpay cut prestigious  asking for unjust amp uncalled for hike wo operating offline in 2020 amp no sight of same in 21 appeal increase rollback amp 30 savings benefit passed to parents as fee reduction appeal parents get extra time to pay fees,"prestigious,appeal,savings,benefit,unjust",positive
2588,nato secretarygeneral jens stoltenberg has called on russia to withdraw troops that the alliance says moscow is massing on ukraines borders ahead of an emergency meeting of allied foreign and defence ministers,emergency,negative
2589,now even bjp ruled states have started saying that there is a shortage of vaccine    covid19,shortage,negative
2590,stop me if youve heard this one before manitoba stands at yet another pandemic crossroads  covid19,No Match,neutral
2591,keep items cold or dry w a falken waterproof bag rt amp follow falkentire to enter to win this giveaway contest prize or other swag rules  day2,"win,prize,cold",positive
2592,if you think thats a body count warranting massive national action and disruption of daytoday procedures wait until i tell you about covid19 or police brutality or gun violence or black maternal mortality or the war on drugs or income inequality,"disruption,brutality,inequality",negative
2593,no point in vaccine passports then cheers boris,No Match,neutral
2594,vav is it cold out there here in so paulo its raining and its a little cold,cold,negative
2595,the cdc and fda are recommending a pause in the use of the johnson amp johnson vaccine out of an abundance of caution while an investigation is conducted into six reported cases of a rare and severe type of blood clot,"abundance,severe",neutral
2596,updated covid19 and commonsense  i am planning to travel to spain at the weekend to give evidence in the criminal case against uc global for spying on julian assange and his visitors including me in the ecuadorean embassy it has taken me six solid,"solid,criminal",neutral
2597,13000 scientists have signed on to the study world facing climate emergency saying the world is facing a climate emergency that requires bold action hb1091 waleg,emergency,negative
2598,and many othersmay the ghosts of thousands of covid dead those killed by violence who needlessly died because of trumpgop lies fight for freedoms from the deep state haunt you and yours,"freedoms,dead,killed,needlessly,died,lies,haunt",negative
2599,60212 covid cases in last 24hrs in maharashtra 16 rise on day to day basis,No Match,neutral
2600,us agency officials recommend pausing use of johnson amp johnson vaccine over blood clot concerns  by,"recommend,concerns",neutral
2601,60212 covid cases in last 24hrs in maharashtra 16 rise on day to day basis,No Match,neutral
2602,after covid,No Match,neutral
2603,driffield crossbow attack victim begged emergency services to save partner  an inquest jury hears a transcript of a 999 call made by shane gilmer who died in a crossbow boltbbc newsnewsatw,"attack,emergency,died",negative
2604,6 people in 6 million develop rare blood clots after receiving jampj vaccine  this is enough for the cdc and fda to call for a halt of the vaccine now lets talk guns19340 people died from gun violence in 2020  you get where this is going,"enough,died",neutral
2605,vakeelsaab continues to draw audience to theatres especially women despite facing many socioeconomic and political hurdles content  star powerrequesting all to strictly take  covid19 precautionary measures when you go to watch the movie in theatres,strictly,negative
2606,info from  no one tool alone is going to stop the covid19 pandemic a combination of getting a covid19 vaccine wearing a mask staying at least 6 feet away from others and washing your hands often are all needed learn more,No Match,neutral
2607,according to paul we shouldnt be afraid of a virus that kills 2 of everyone it infects but lets put the brakes on a vaccine that has a 00001 chance of giving you a blood clot that no one has died from,"afraid,virus,kills,died",negative
2608,an american vaccine scientist peter hotez has called on the us uk and the european regulators to thoroughly investigate why johnson amp johnson vaccine is causing blood clots in rare cases sabcnews,No Match,neutral
2609,despite providing generally fast and reliable remote security during the covid19 pandemic vpn may soon be replaced by an even more resilient technology here comes zerotrust security,"fast,reliable,resilient",positive
2610,please please wear masks i dont know about other people but im physically and mentally exhausted with crazy shifts and calling more deaths than i did in all my years of service combined if you still dont care please go inside covid units as my proxy thanks,"exhausted,crazy",negative
2611,cancelboardexams2021 my friend got covid 19 posotive i am very scared of covid now please take online exam,scared,negative
2612,waggoner once covid is a nonfactor i hope we can meet up sometime im in charlotte so not far from you,No Match,neutral
2613,pip no far too cold,cold,negative
2614,those asking for political rallies to stop amp kumbh mela to be cut short wont breathe a word about 5monthold farmers protests superspreaders in covidhit punjab are a protected species,protests,negative
2615,you can get a covid vaccine shot at midnight friday in dearborn to help observant muslims who may not want to get shots during daylight fasting hours or are staying up late an arabamerican group has a walkin vaccine clinic in dearborn 7 pm to 1 am,No Match,neutral
2616,lady seh she nuh believe inna the vaccinea religion,No Match,neutral
2617,before we rush to resume business as usual we should pause to consider where covid19 came fromafter 2008 we bailed out the banks in 2021 we need to bail out the planet says,No Match,neutral
2618,out of an abundance of caution the fda amp cdc have recommended a pause in the use of the johnson amp johnson vaccine we have more than enough pfizer and moderna supply to continue the current pace of vaccinations of 3 million shots per day full statement,"abundance,recommended,enough",positive
2619,fox  sears i was sloppy and meant to say mrna from the vaccine,sloppy,negative
2620,mining  will reduce carbon emissions at the company level by 6 with a solarpower plant at its rosh pinah mine in namibia ceo  says that this reduces the expected energy costs curious join the linkedin microgrid group,No Match,neutral
2621,coronavirus covid19 covid19 trumpian trump pandemic how is actually the coronavirus spreading out all over the globe therefore fast,"trump,fast",positive
2622,hartford  weve got to fix this ct ready to tap covid funds after children shot in hartfordonce again libs want bail outs for rising violence while defunding police and programs designed to deal with inner city crime,"ready,crime",neutral
2623,the recommended pause of johnson amp johnsons vaccine which makes up less than 5 of the recorded shots in arms in the us to date was out of an abundance of caution says white house covid19 coordinator jeff zients,"recommended,abundance",positive
2624,cm govt is using 950 metric tonne of the total 1200 metric tonne for covid 19 patients bed availability is an issue demand is high for remdesivir vials needs two to three weeks for production government will procure from all possible sources,issue,negative
2625,indias covid crisis stems from arrogance hypernationalism incompetence,"crisis,arrogance,incompetence",negative
2626,so one person died and were stopping the jampj vaccine one person one huh there were 19379 deaths from gun violence in the us last year this doesnt include the 40000 deaths from gun inflicted suicide not to mention the 500000 dead from covid but heyo,"died,suicide,dead",negative
2627,temperature 4c humidity 88 windchill 13c light snow wind 35 gust 50 kph yqr skwx weather 900am,No Match,neutral
2628,agreed so one has to measure the risks vs the benefits covid is nothing like polio ill take my chances at the moment without the vaccine,"benefits,like,risks",positive
2629,cute comments from mugglesnonfans about xiumins guesting on things that make me groovess cr x99yul on prevrt for toha,cute,positive
2630,coronavirus in mississippi 317 new cases 23 deaths reported tuesday,No Match,neutral
2631,there is no hiv vaccine because hiv mutates literally every single day by the time you even think about making a new vaccine its already ineffective theres no vaccine for cancer because you cant make a vaccine against normal cells in your body please stop the foolishness,"ineffective,cancer,foolishness",negative
2632,cdc and fda statement on recommendation to pause jampj covid vaccines we are recommending a pause in the use of this vaccine out of an abundance of caution,"recommendation,abundance",positive
2633,sputnik vaccine is approved for its usage in india now  waiting for modi to say mera aur russia ka bohot gehra rishta hai,No Match,neutral
2634,vakeelsaab continues to draw audience to theatres especially women despite facing many socioeconomic and political hurdles content  star powerrequesting all to strictly take  covid19 precautionary measures when you go to watch the movie in theatres,strictly,negative
2635,matt hancock can find time for a quiet drink with david cameron and lex greensill but cant meet youjames obrien speaks to s lobby akinnola about why the government is refusing to meet families who have lost people to covid,"quiet,refusing,lost",negative
2636,averaged 11  day before the launch has so far averaged 28   day since the  launchmore than half of  covid  are since the  launch,No Match,neutral
2637,the same people who dont want the gov telling them to get a vaccine much less required to show vaccine papersthey the same ones who thinks its perfectly fine for the gov to pull over and kill a black person over an air freshner,"perfectly,fine,kill",positive
2638,the  will shortly release official communication in reaction to the recommended pausing of the johnson amp johnson covid19 vaccine rollout by the fda and  read more here on,recommended,positive
2639,worldbank funded demolition ends2025 build back bettervaxx lockdown masks socdist digital idroyal flushcovid bundle whatever,No Match,neutral
2640,webinar webinar series insurance insights  what insurers need to know in 2021  covid19 claims  april 22nd 1200 pm  100 pm ct   by,No Match,neutral
2641,imagine not being here in 35 years bc you didnt take a free amp safe vaccine,"free,safe",positive
2642,are we still denying the global climate emergencyare we still think malaysia is not prone to climate changethink again,denying,negative
2643,fun fact more people will die this year from lightning strikes shark attacks and covid19 than the johnson amp johnson vaccine,"fun,die,shark,attacks",negative
2644,breaking the target of offering the covidvaccine to all 19 categories over 50a plus vulnerable people by april 15th has been reached ahead of schedule,"breaking,vulnerable",negative
2645,the recommended pause of johnson amp johnsons vaccine which makes up less than 5 of the recorded shots in arms in the us to date was out of an abundance of caution says white house covid19 coordinator jeff zients,"recommended,abundance",positive
2646,6 cases of blood cots out of 6 million vaccinations and we  pause a lifesaving vaccinebut 38000 gun deaths a year and republicans want to make it easier to get a gun,easier,positive
2647,mike stengel senior associate at aiam member company  joined  and the connect with kb podcast to share about adas commitment to michigan and the covid19 impact on the aerospace industrycheck it out below connectwithkb,commitment,positive
2648,jampj vaccine pause in us expected to be matter of days fda,No Match,neutral
2649,pay close attention to the covid19 precautions businesses may ask you to take this may include masks or social distancing please be considerate and be sure to follow we can help keep our covid19 cases down together,considerate,positive
2650,the cdc and fda are recommending a pause in the use of the johnson amp johnson vaccine out of an abundance of caution while an investigation is conducted into six reported cases of a rare and severe type of blood clot,"abundance,severe",neutral
2651,several measures were introduced during 2020 to help canadians navigate the economic impacts of covid19 often these measures included cash payments this article provides an overview on what government assistance may be taxable to you or your loved ones,loved,positive
2652,i was saddened to learn that a labour councillor in north west leicestershire has written that it was a pity covid19 had not culled brexit voters before the pandemic i have written to starmer to ask if this disgraceful opinion is welcome in todays labour party,"welcome,pity,disgraceful",negative
2653,it is true that the bulk of the work in reducing the disease has been done by the lockdown but that is because the govt are repeatedly failing to invest in local test amp trace financially support selfisolation strengthen border restrictions amp create safer covid environments,"work,support,failing",positive
2654,is april aware shes meant to be spring because im cold,cold,negative
2655,please rt this for public health information fda is pausing jampj vaccine use while it reviews data data shows only six clotting cases out of nearly 7 million doses administered in us cdc has seen no clotting wpfizer or moderna vaccines after nearly 200 million doses,No Match,neutral
2656,im so excited to announce that im hosting vaxlive the concert to reunite the world ill be joining  in calling for equitable covid19 vaccine distribution for all tune in saturday may 8,"excited,equitable",positive
2657,now that oklahoma has made adults 16 and up eligible for vaccination its a good time to examine an employers role in requiring andor administering the vaccine  meritasusa independentlawfirms covid19,good,positive
2658,tip from a friend if you registered with shoppers for the az vaccine they send you a confirmation code dont wait for a call from themyou will be waiting forever call a shoppers pharmacy directly and you can use that code to book an appointment,No Match,neutral
2659,thromboembolic events secondary to johnsonandjohnson or jassen vaccine were reported even on fda eua clinical guide although not significant  it contains cyclodextrin possibly as a soluble agent while astrazeneca one contains polysorbate 80,significant,positive
2660,first a global pandemic and now cows of war bowdoin students perform in department of theater and dance coordinator callie kimballs production the first since the covid19 outbreak in march 2020,outbreak,negative
2661,two studies indicate the b 117 variant may be more transmissible but it doesnt make people sicker as  reports,No Match,neutral
2662,with ramadan in a few days its important to recognize that vaccine hesitancy may be exacerbated by a misconception that vaccines can break ones fast lets support our muslimidentifying friends through education vaccines dont break your fast,"important,fast,support,misconception,break",positive
2663,the  deliberately pushed bengal towards second wave of covid pandemic by deciding to hold elections in 8 phases and turning a blind eye to the blatant violation of covid protocols by pm hm and other political leaders mostly from ruling party of india,"blind,blatant,violation",negative
2664,covid19 threatens everyones health but the risk of serious complications from the virus can be higher among people with obesity  talks to dr mark takata about the link between obesity and covid and what to expect from bariatric surgery,"risk,virus",negative
2665,8      its been 8 days with covid19 for me yet the morchana app still thinks im green with very low risk  whats the use for this app again,risk,negative
2666,thoughts and prayers go out to covid19,No Match,neutral
2667,looool you think a penalty got taken  that game got postponed all hell broke loose  my dad ran on the pitch amp all sorts  i knocked the keeper out cold,"penalty,hell,broke,loose,cold",negative
2668,the cdc and fda called for an immediate pause on the johnson amp johnson covid19 vaccine after a rare blood clot was discovered in 6 people after taking itjampj says no causal relationship has been foundalmost 7 million doses have been administered in the us,No Match,neutral
2669,note to my  nuclear deterrence certificate students this is why i hammer on the cold war development and implications of secure second strike capabilities and test you on the concept,"secure,cold,strike",negative
2670,oh no not good lie and say it works so we get folx to get the vaccine jk please tell the truth,"good,works,lie",positive
2671,8      its been 8 days with covid19 for me yet the morchana app still thinks im green with very low risk  whats the use for this app again,risk,negative
2672,6 cases of blood cots out of 6 million vaccinations and we  pause a lifesaving vaccinebut 38000 gun deaths a year and republicans want to make it easier to get a gun,easier,positive
2673,south african commercial poultry farm hit by avian flu outbreak,outbreak,negative
2674,covid guidelines gone for a tossthese people are the real sinner undoubtedlykumbhmelacoronahotspot kumbh2021,No Match,neutral
2675,join my colleagues and me live as we discuss the covid19 hate crimes act which will address the rise of hate crimes and violence targeted at the asian american and pacific islander community related to the pandemic stopasianhate,hate,negative
2676,more data to affirm reality now action is needed studies confirm racial ethnic disparities in covid19 hospitalizations visits,affirm,positive
2677,lol vaccine regret,regret,negative
2678,one common misunderstanding is that 95 efficacy means that in the pfizer clinical trial 5 of vaccinated people got covid but thats not true the actual percentage 004,misunderstanding,negative
2679,my studio today ontheroad is outside a small covid hospital in mumbai against a backdrop of oxygen cylinders among the most scarce commodities in tertiary hospitals at this one officials tell me there is a fifty percent shortage ground reports on,"scarce,shortage",negative
2680,join us for a twosession webinar for healthcare professionals covid19 amp dementia on april 15 and 29 these two webinars will share lessons learned and resources for healthcare professionals to improve dementia care outcomes and offer cmeceu credit,improve,positive
2681,if you are shocked about 6 women getting blood clots from the 7 million people who took the j amp j vaccine wait till i tell you about how many people died who didnt get a vaccine at all,"shocked,died",negative
2682,6 cases of blood cots out of 6 million vaccinations and we  pause a lifesaving vaccinebut 38000 gun deaths a year and republicans want to make it easier to get a gun,easier,positive
2683,ramadan begins around the world amid covid restrictions,No Match,neutral
2684,id like to thank the people of germany for their gracious hospitality and  for the warm welcome despite the challenges from covid19 it is indeed great to be here in germany on my first visit to europe as secretary of defense,"like,thank,gracious,warm,welcome,great",positive
2685,its wild that everyone is freaking out about the az vaccine causing blood clots 1 in 250000 chance and no one bats an eye at birth control having a one in a thousand risk of blood clots,"wild,freaking,risk",negative
2686,us health agencies call for pausing johnson amp johnson covid19 vaccinations over blood clot concerns,concerns,negative
2687,as of 0413 1115 new appointments available at rite aid  glen cove225 forest avenue glen cove ny 11542516 7591201,available,positive
2688,not enough is said about chinas profound internationalism that breaks throughs sanctions and blockades,"enough,profound,breaks",positive
2689,the amount of vaccine skepticism being promoted by politicians and public health experts is mind bogglingtheyre trying to convince people to get vaccinated by telling them vaccines are really not that effective,"effective,skepticism",neutral
2690,sampp 500 nasdaq up as tech stocks rise after jampj vaccine pause,No Match,neutral
2691,dear  did you mean modi is efficiently creating corona hotpots in the country  no proper medical facilities vaccine starvation crematorium issues in gujarat kumbhamela and election rallies whole nation knows how efficiently your pm is handling covid,"efficiently,proper,starvation,issues",positive
2692,vaccination as of yesterday a total of 526026 people had been vaccinated with the astrazeneca vaccine from this number 122984 are health workers 42343 security officers 76753 teachers and 283946 are other members of the public who include those at 58 years and above,No Match,neutral
2693,france suspends all flights to and from brazil due to covid variant,No Match,neutral
2694,those asking for political rallies to stop amp kumbh mela to be cut short wont breathe a word about 5monthold farmers protests superspreaders in covidhit punjab are a protected species,protests,negative
2695,via jason christoff  this covid19 psyop is a military operationdesigned to take complete control of all your assets so you and your family are enslaved for many generations to come you must do everything in your power right now to resist this takeover attempt,right,positive
2696,on april 13 the fda and cdc recommended pausing the use of johnson amp johnson covid19 vaccine at this time broomfield public health is pausing the use of johnson amp johnson until more information is made available visit  to learn more,"recommended,available",positive
2697,ohio covid19 vaccine providers were asked to temporarily pause administering the johnson amp johnson vaccine tuesday heres what we know,No Match,neutral
2698,ableg   bell kenney defends covid19 stance says theres no alternative,No Match,neutral
2699,815  vancouver  collision in the west end along davie at bute st traffic on davie is down to a single lane with emergency crews on scene avoid the area use nelson or robson st instead,emergency,negative
2700,yall want this frantic about 3k ppl dying a day enough to stay in the house but 6 cases of blood clouts out of 7 million got yall saying see this is why i didnt get the vaccine alrighty,"enough,frantic,dying",negative
2701,if im interested in receiving the johnson amp johnson vaccine does anyone know where i can still get it,No Match,neutral
2702,dispatch from  who is at the federally supported vaccine site at tampa greyhound track that offers johnsonandjohnson site administered jampj shots starting at 7am then stopped at 740 site will continue to offer seconddose pfizer shots but no more jampj,supported,positive
2703,quebec has 1490 new covid19 cases the fewest in 6 days the provinces 7day average is up slightly to 1563 there have also been 12 additional deaths,No Match,neutral
2704,ah  the do what i say not what i do crowd  trumps didnt even have the balls to get the vaccine publicly he had hide getting one,No Match,neutral
2705,its critical to stay home and isolate when showing cold or flulike symptoms get the facts on how to properly isolate at  protectingmanitobans covid19mb mbprs,"properly,critical,isolate,cold,symptoms",negative
2706,vaccine inequality must be challenged by civil society groups social movements and outraged individuals fueled by the global solidarity so manifestly lacking between governments  read our new blog post here,"solidarity,inequality,outraged,lacking",negative
2707,sam just trying to have a nice and sweet morning and bucky sticking his metal hand outside to get it cold only to come back inside and stick up sams shirt just to watch him make a stupid sound,"nice,sweet,cold,stupid",neutral
2708,prof dr maw oo head of emergency department ygh was arbitrarily abducted at the hospital with the ground of participating in cdm though he was the one on standby to treat gunshots amp trauma patients when there was tragic situations going on even not able to go home or hide,"emergency,trauma,tragic",negative
2709,declare it a health emergency,emergency,negative
2710,6 cases of blood cots out of 6 million vaccinations and we  pause a lifesaving vaccinebut 38000 gun deaths a year and republicans want to make it easier to get a gun,easier,positive
2711,its wild that everyone is freaking out about the az vaccine causing blood clots 1 in 250000 chance and no one bats an eye at birth control having a one in a thousand risk of blood clots,"wild,freaking,risk",negative
2712,sexual assault awareness event venues are reopening and people are feeling more comfortable attending public gatherings but as covid19 restrictions ease the rape crisis center is asking everyone to party smart 8nn,"comfortable,ease,smart,assault,rape,crisis",neutral
2713,wdym they paused the jampj vaccine bro i got it 10 days ago,No Match,neutral
2714,as of 412 68m doses of the jampj vaccine have been administered in the us cdc amp fda are reviewing data involving 6 reported us cases of a rare amp severe type of blood clot in individuals after receiving the vaccine right now these adverse events appear to be extremely rare,"right,severe,adverse",negative
2715,us regulators have recommended pausing the use of johnson amp johnsons covid19 vaccine as they investigate rare blood clotting in six women,recommended,positive
2716,60212 covid cases in last 24hrs in maharashtra 16 rise on day to day basis,No Match,neutral
2717,can they actually mandate employees to get a vaccine or force you to go into the office if you dont want to we spoke with a employment and labor attorney for answers,No Match,neutral
2718,india has approved the use of russian sputnik v covid19 vaccine the russian direct investment fund rdif said on monday confirming earlier reports of its imminent endorsement,endorsement,positive
2719,maharashtra cm uddhavthackeray while addressing the state said if vaccination numbers are increased we will be able to reduce the impact of any future covid wave,No Match,neutral
2720,three steps to responsive leadership related to the covid19 response  nwesdedtalks blog post,responsive,positive
2721,april 12 coronavirus data posted 46016  113 new positive coronavirus covid19 cases one additional resident lost his life due to covid1958yearold male,"positive,lost",neutral
2722,its too hot for that shit i want it to be cold again,"hot,shit,cold",negative
2723,this is the masked face of the current bjp goi they crucified a particular minority with all allegation ampas of todays date no one from the majority community is responsible for this covid virus spread slave amp sold media was directly accusing the minority community for  spread,"allegation,virus,slave,accusing",negative
2724,the arkansas department of health is hosting a few vaccine clinics in west memphis and forrest city this week every arkansan over 16 years old is eligible get vaccinated visit the website for more info  kmi,No Match,neutral
2725,covid19 has underscored the need to develop solutions for africa by africa and in africa,No Match,neutral
2726,i wish there was a vaccine for racism and stupidity youd be first in line,"racism,stupidity",negative
2727,im a teacher yes a real teacher in a real school in person i fear daily for my health due to covid19 and my life due to gun violence i shouldnt have to thats the tweet,fear,negative
2728,interesting thread on pausing jampj covid19 vaccine,interesting,positive
2729,in march 2020 modi was busy organizing mass rallies 4 trump shah was pulling down mp govt amp vardhan was denying covid19 posed a threat in indiaa year later modi is letting kumbh mela happen shah is bussing pulling a govt in wb amp vardhan is denying shortage of vaccine,"trump,denying,threat,shortage",negative
2730,no problem have you tried contacting the emergency numbers,"problem,emergency",negative
2731,im getting the vaccine but i also want to show how black lives matter so yes doc take the picture of me kneeling and having my arm raised while you inject me im helping,helping,positive
2732,a top biden health official said monday that michigan should shut things down as it grapples with a covid surge,top,positive
2733,delhi records 13468 new covid19 cases highest singleday count so far 81 deaths   maximum in around 4 months health bulletin,No Match,neutral
2734,my turkish drama just ended tergantung because takleh shoot time covid bye maybe its a valid reason to cry,cry,negative
2735,heres what we know about the suspected link between the astrazeneca vaccine and blood clots,No Match,neutral
2736,cancelboardexams2021lakhs of students will have to sit together for giving board examination multiple timesnumber of covid cases are rising rapidly and it is requested by students to consider shifting the board exam till the number of cases decreases,No Match,neutral
2737,a michigan doctor said the pause is so health officials can investigate the one in a million event,No Match,neutral
2738,new vlog is upwe got our first doses of the vaccine showed more house updates unboxed some new makeup amp did a couple grocery hauls,No Match,neutral
2739,cancelboardexams2021 my friend got covid 19 posotive i am very scared of covid now please take online exam,scared,negative
2740,for perspective here are some numbers1 in 1000000 jampj vaccine1 in 3000 oral contraceptives1 in 5 hospitalized covid19 patientsas someone who got the jampj vaccine 8 days ago and who took oral contraceptives for 20 years ill take these odds,No Match,neutral
2741,privatizationbigscam after working as covid warriors bankers got the reward as privatisation of psb no vaccine for them worked hard to get a government job and then being a pvt job holder is like all hard work vanished shame on,"reward,worked,like,work,hard,shame",positive
2742,short film the need to cancel board exam due to the covid situation it was difficult for us to step out and shoot with proper resources on top of that were not professional actors so dont mind the imperfection what matters is the message cancelboardexams2021 sonusood,"proper,top,difficult,imperfection",neutral
2743,i disagree say theres a 1 in 100 chance someone acquires covid because of a delayed vaccine maybe conservative in the us where spread is still quite high and a 1 in 150 chance they die from it thats a 1 in 15000 chance vs 1 blood clot death in 7000000 doses so far,"disagree,delayed,conservative,die,death",negative
2744,10 amp 12th class cbse students have been reaching out to us in anguish about holding of board exams in middle of 2nd wave of covid aisa will submit the below letter to ministry of education with demands of students amp their signatures cancelboardexams2021,anguish,negative
2745,i dont believe in a rushedout vaccine but i dont believe in ignoring a virus a if it doesnt exist especially when it comes from a communist country that quietly ships us fentanyl and houses 230 pharmaceutical drug manufacturing facilities to export us pillsbut thats me,virus,negative
2746,and if you dont perform i aint gonna get the vaccine bestie,No Match,neutral
2747,cold or hot doesnt matter,"hot,cold",neutral
2748,government have announced that all over50s and those in highrisk groups have been offered a vaccinehuge uptake  great newscan mps stop tweeting the vaccine stats every other hour now and start focusing on the cancer crisis,"great,cancer,crisis",negative
2749,just wait until covid has gone theyll be popping her straight back in that home,No Match,neutral
2750,the covid19 pandemic has presented us an opportunity to reshape the world order and to reorient our thinking we must create systems that address the problems of today and challenges of tomorrow pm,problems,negative
2751,i was just tired imo watch from home then enjoy post vaccine games,"enjoy,tired",neutral
2752,today fda and  issued a statement regarding the johnson amp johnson covid19 vaccine we are recommending a pause in the use of this vaccine out of an abundance of caution,abundance,positive
2753,please helpmy dads been diagnosed positive for covid19 and i really need all the help i can get im still a minor and i still cant have any job and my dad is our familys provider were really financially troubled any amount and form of help will be appreciated thank you,"positive,appreciated,thank,troubled",positive
2754,people with appointments to get jampj vaccine will be contacted to be rescheduled for other shots pfizer moderna  says,No Match,neutral
2755,great news these groups can book a covid19 vaccine appointment by calling the provincial line at 18339433900  education workers who live or work in hot spots in peel  special education workers who live or work anywhere in peel  learn more,"great,work,hot",positive
2756,minnesota health officials are advising health care providers to follow the federal recommendation to pause the use of the johnson amp johnson covid19 vaccine while federal agencies investigate reports of potentially dangerous blood clots,"recommendation,dangerous",neutral
2757,top tiprecreate the thrill of trying to book glastonbury tickets by using the nhs website to book a vaccine appointment just after theyve announced it on the bbc,"top,thrill",positive
2758,the biden admin says the us has enough doses of the pfizer and moderna covid vaccines for 300 million americans so the johnson amp johnson pause will not have a significant effect on vaccine distribution plans,"enough,significant",positive
2759,hello im oakley and my parents sutr do enjoy a nice cold beer i myself am growing found of the sips i receive from time to time i am the goodest boy on the southside of chicagoci feel like i would be an outstanding choice for buschctocontest thank you for your consideration,"enjoy,nice,like,outstanding,thank,cold",positive
2760,for perspective here are some numbers1 in 1000000 jampj vaccine1 in 3000 oral contraceptives1 in 5 hospitalized covid19 patientsas someone who got the jampj vaccine 8 days ago and who took oral contraceptives for 20 years ill take these odds,No Match,neutral
2761,hard to estimate what this pause on jampj has done to dissuade the millions of people who are vaccine hesitant,"hard,dissuade,hesitant",negative
2762,indiafightscoronafollow protocol t3 keep yourself covid free       staysafe we4vaccine unite2fightcorona,free,positive
2763,an observation from a very wise friend  the venn diagram of people screaming to stop vaccinating because of six blood clots in a key demographic for hbc and the people who yell that a 2 death rate from covid is nbd is a circle,"wise,death",neutral
2764,hey    is doing a good job its the provincial premiers screwing up vaccine availability do your homework and retract your statement please,"good,retract",neutral
2765,join  special meeting a vaccine for all to discuss covid19 vaccineequity including production financing access infrastructure amp countrypreparedness supply amp distribution sdgs globalgoals onlytogether16 april   10 am est,No Match,neutral
2766,thank you   your dance brought  a ray of hope smile and positivity to this otherwise covid drained body you are a rockstar my son wishes to dance like you will send you his bhangra video once i recover  love heaps,"thank,smile,rockstar,like,recover,love,drained",positive
2767,us pauses jampj covid19 vaccine over rare blood clots,No Match,neutral
2768,dont know who needs to hear this but thoughts amp prayers with all those out there with serious noncovid ailments with treatmentsneeds that cant be delayed cannot imagine how many lakhs have this anxiety right now as this second covid wave overwhelms things more than before,"right,delayed,anxiety,overwhelms",negative
2769,6 cases of blood cots out of 6 million vaccinations and we  pause a lifesaving vaccinebut 38000 gun deaths a year and republicans want to make it easier to get a gun,easier,positive
2770,legend  disclosing his covid combat strategy,No Match,neutral
2771,update the texas dshs has asked all providers of the johnson amp johnson vaccine in the state to halt administration of the johnson amp johnson vaccine,No Match,neutral
2772,codagent x  100 fe varianttues april 13 6pm estblack ops cold warbo3 single elimfree entrycdl  gasdm to signup,cold,negative
